Ground Truth Program,Extracted Program,Round,# Objects,FTA Construction Time,# Enumerated Programs
"Intersection[Complement(Smile), Map(IsFace, IsFace, GetAbove)]","['Map(BelowAge(18), IsFace, GetAbove)', 'Map(BelowAge(18), IsFace, GetPrev)', 'Map(IsFace, GetFace(48), GetAbove)', 'Map(Smile, GetFace(48), GetAbove)', 'Map(EyesOpen, GetFace(48), GetAbove)', 'Map(MouthOpen, GetFace(48), GetAbove)', 'Map(BelowAge(18), GetFace(48), GetAbove)', 'Map(IsFace, GetFace(48), GetPrev)', 'Map(Smile, GetFace(48), GetPrev)', 'Map(EyesOpen, GetFace(48), GetPrev)', 'Map(MouthOpen, GetFace(48), GetPrev)', 'Map(BelowAge(18), GetFace(48), GetPrev)', 'Map(GetFace(625), IsFace, GetAbove)', 'Map(GetFace(629), IsFace, GetNext)', 'Map(GetFace(625), IsFace, GetPrev)', 'Intersection[GetFace(48), Complement(Smile)]', 'Intersection[GetFace(48), Complement(EyesOpen)]', 'Intersection[GetFace(48), Complement(MouthOpen)]', 'Map(IsObject(Person), GetFace(48), GetPrev)', 'Map(IsObject(Tie), GetFace(48), GetPrev)']",2,59,0.5468989301007241,2372
"Intersection[Complement(Smile), Map(IsFace, IsFace, GetAbove)]","['Map(IsFace, GetFace(48), GetAbove)', 'Map(Smile, GetFace(48), GetAbove)', 'Map(EyesOpen, GetFace(48), GetAbove)', 'Map(MouthOpen, GetFace(48), GetAbove)', 'Map(BelowAge(18), GetFace(48), GetAbove)', 'Map(BelowAge(18), GetFace(48), GetPrev)', 'Map(GetFace(625), IsFace, GetAbove)', 'Map(GetFace(629), IsFace, GetNext)', 'Map(GetFace(625), IsFace, GetPrev)', 'Intersection[GetFace(48), Complement(EyesOpen)]', 'Intersection[GetFace(48), Complement(MouthOpen)]', 'Map(IsObject(Tie), GetFace(48), GetPrev)', 'Map(GetFace(625), GetFace(48), GetAbove)', 'Map(GetFace(629), GetFace(48), GetNext)', 'Map(GetFace(625), GetFace(48), GetPrev)', 'Map(GetFace(626), GetFace(48), GetPrev)', 'Map(GetFace(627), GetFace(48), GetPrev)', 'Map(GetFace(628), GetFace(48), GetPrev)', 'Intersection[IsFace, Complement(EyesOpen), Complement(MouthOpen)]', 'Map(Intersection[MouthOpen, BelowAge(18)], IsFace, GetAbove)']",3,73,3.1855541670229286,6203
"Intersection[Complement(Smile), Map(IsFace, IsFace, GetAbove)]","['Map(EyesOpen, GetFace(48), GetAbove)', 'Map(BelowAge(18), GetFace(48), GetAbove)', 'Map(BelowAge(18), GetFace(48), GetPrev)', 'Map(GetFace(625), IsFace, GetAbove)', 'Map(GetFace(629), IsFace, GetNext)', 'Map(GetFace(625), IsFace, GetPrev)', 'Intersection[GetFace(48), Complement(EyesOpen)]', 'Intersection[GetFace(48), Complement(MouthOpen)]', 'Map(IsObject(Tie), GetFace(48), GetPrev)', 'Map(GetFace(625), GetFace(48), GetAbove)', 'Map(GetFace(629), GetFace(48), GetNext)', 'Map(GetFace(625), GetFace(48), GetPrev)', 'Map(GetFace(626), GetFace(48), GetPrev)', 'Map(GetFace(627), GetFace(48), GetPrev)', 'Map(GetFace(628), GetFace(48), GetPrev)', 'Intersection[IsFace, Complement(EyesOpen), Complement(MouthOpen)]', 'Map(Intersection[MouthOpen, BelowAge(18)], IsFace, GetAbove)', 'Map(Intersection[MouthOpen, BelowAge(18)], IsFace, GetPrev)', 'Complement(Union[EyesOpen, MouthOpen, Complement(IsFace)])', 'Intersection[IsFace, Complement(Union[EyesOpen, MouthOpen])]']",4,92,5.675356330000795,11491
"Intersection[Complement(Smile), Map(IsFace, IsFace, GetAbove)]","['Map(BelowAge(18), GetFace(48), GetAbove)', 'Map(BelowAge(18), GetFace(48), GetPrev)', 'Map(GetFace(625), IsFace, GetAbove)', 'Map(GetFace(629), IsFace, GetNext)', 'Map(GetFace(625), IsFace, GetPrev)', 'Intersection[GetFace(48), Complement(EyesOpen)]', 'Intersection[GetFace(48), Complement(MouthOpen)]', 'Map(IsObject(Tie), GetFace(48), GetPrev)', 'Map(GetFace(625), GetFace(48), GetAbove)', 'Map(GetFace(629), GetFace(48), GetNext)', 'Map(GetFace(625), GetFace(48), GetPrev)', 'Map(GetFace(626), GetFace(48), GetPrev)', 'Map(GetFace(627), GetFace(48), GetPrev)', 'Map(GetFace(628), GetFace(48), GetPrev)', 'Intersection[IsFace, Complement(EyesOpen), Complement(MouthOpen)]', 'Map(Intersection[MouthOpen, BelowAge(18)], IsFace, GetAbove)', 'Map(Intersection[MouthOpen, BelowAge(18)], IsFace, GetPrev)', 'Complement(Union[EyesOpen, MouthOpen, Complement(IsFace)])', 'Intersection[IsFace, Complement(Union[EyesOpen, MouthOpen])]', 'Complement(Union[EyesOpen, Complement(GetFace(48))])']",5,108,6.988224186003208,15297
"Intersection[Complement(Smile), Map(IsFace, IsFace, GetAbove)]","['Map(BelowAge(18), GetFace(48), GetPrev)', 'Map(GetFace(625), IsFace, GetAbove)', 'Map(GetFace(629), IsFace, GetNext)', 'Map(GetFace(625), IsFace, GetPrev)', 'Intersection[GetFace(48), Complement(EyesOpen)]', 'Intersection[GetFace(48), Complement(MouthOpen)]', 'Map(IsObject(Tie), GetFace(48), GetPrev)', 'Map(GetFace(625), GetFace(48), GetAbove)', 'Map(GetFace(629), GetFace(48), GetNext)', 'Map(GetFace(625), GetFace(48), GetPrev)', 'Map(GetFace(626), GetFace(48), GetPrev)', 'Map(GetFace(627), GetFace(48), GetPrev)', 'Map(GetFace(628), GetFace(48), GetPrev)', 'Intersection[IsFace, Complement(EyesOpen), Complement(MouthOpen)]', 'Map(Intersection[MouthOpen, BelowAge(18)], IsFace, GetAbove)', 'Map(Intersection[MouthOpen, BelowAge(18)], IsFace, GetPrev)', 'Complement(Union[EyesOpen, MouthOpen, Complement(IsFace)])', 'Intersection[IsFace, Complement(Union[EyesOpen, MouthOpen])]', 'Complement(Union[EyesOpen, Complement(GetFace(48))])', 'Complement(Union[MouthOpen, Complement(GetFace(48))])']",6,120,8.111135932034813,16511
"Intersection[Complement(Smile), Map(IsFace, IsFace, GetAbove)]","['Map(GetFace(625), IsFace, GetAbove)', 'Map(GetFace(629), IsFace, GetNext)', 'Map(GetFace(625), IsFace, GetPrev)', 'Intersection[GetFace(48), Complement(EyesOpen)]', 'Intersection[GetFace(48), Complement(MouthOpen)]', 'Map(IsObject(Tie), GetFace(48), GetPrev)', 'Map(GetFace(625), GetFace(48), GetAbove)', 'Map(GetFace(629), GetFace(48), GetNext)', 'Map(GetFace(625), GetFace(48), GetPrev)', 'Map(GetFace(626), GetFace(48), GetPrev)', 'Map(GetFace(627), GetFace(48), GetPrev)', 'Map(GetFace(628), GetFace(48), GetPrev)', 'Intersection[IsFace, Complement(EyesOpen), Complement(MouthOpen)]', 'Map(Intersection[MouthOpen, BelowAge(18)], IsFace, GetAbove)', 'Complement(Union[EyesOpen, MouthOpen, Complement(IsFace)])', 'Intersection[IsFace, Complement(Union[EyesOpen, MouthOpen])]', 'Complement(Union[EyesOpen, Complement(GetFace(48))])', 'Complement(Union[MouthOpen, Complement(GetFace(48))])', 'Intersection[GetFace(48), Map(BelowAge(18), IsFace, GetPrev)]', 'Intersection[Complement(Smile), Map(IsFace, IsFace, GetAbove)]']",7,131,16.06693221896421,30293
"Intersection[Complement(Smile), Map(IsFace, IsFace, GetAbove)]","['Map(GetFace(625), IsFace, GetAbove)', 'Map(GetFace(629), IsFace, GetNext)', 'Map(GetFace(625), IsFace, GetPrev)', 'Intersection[GetFace(48), Complement(EyesOpen)]', 'Intersection[GetFace(48), Complement(MouthOpen)]', 'Map(GetFace(625), GetFace(48), GetAbove)', 'Map(GetFace(629), GetFace(48), GetNext)', 'Map(GetFace(625), GetFace(48), GetPrev)', 'Map(GetFace(626), GetFace(48), GetPrev)', 'Map(GetFace(627), GetFace(48), GetPrev)', 'Map(GetFace(628), GetFace(48), GetPrev)', 'Intersection[IsFace, Complement(EyesOpen), Complement(MouthOpen)]', 'Map(Intersection[MouthOpen, BelowAge(18)], IsFace, GetAbove)', 'Complement(Union[EyesOpen, MouthOpen, Complement(IsFace)])', 'Intersection[IsFace, Complement(Union[EyesOpen, MouthOpen])]', 'Complement(Union[EyesOpen, Complement(GetFace(48))])', 'Complement(Union[MouthOpen, Complement(GetFace(48))])', 'Intersection[GetFace(48), Map(BelowAge(18), IsFace, GetPrev)]', 'Intersection[Complement(Smile), Map(IsFace, IsFace, GetAbove)]', 'Intersection[Complement(Smile), Map(Smile, IsFace, GetAbove)]']",8,143,17.371673631947488,31670
"Intersection[Complement(Smile), Map(IsFace, IsFace, GetAbove)]","['Map(Intersection[MouthOpen, BelowAge(18)], IsFace, GetAbove)', 'Intersection[Complement(Smile), Map(IsFace, IsFace, GetAbove)]', 'Intersection[Complement(Smile), Map(Smile, IsFace, GetAbove)]', 'Intersection[Complement(Smile), Map(EyesOpen, IsFace, GetAbove)]', 'Intersection[Complement(Smile), Map(MouthOpen, IsFace, GetAbove)]', 'Intersection[Complement(Smile), Map(BelowAge(18), IsFace, GetAbove)]', 'Map(Intersection[Smile, MouthOpen, BelowAge(18)], IsFace, GetAbove)', 'Map(Intersection[EyesOpen, MouthOpen, BelowAge(18)], IsFace, GetAbove)']",9,165,66.75053750094958,100001
"Intersection[Complement(Smile), Map(IsFace, IsFace, GetAbove)]","['Map(Intersection[MouthOpen, BelowAge(18)], IsFace, GetAbove)', 'Intersection[Complement(Smile), Map(EyesOpen, IsFace, GetAbove)]', 'Intersection[Complement(Smile), Map(BelowAge(18), IsFace, GetAbove)]', 'Map(Intersection[Smile, MouthOpen, BelowAge(18)], IsFace, GetAbove)', 'Map(Intersection[EyesOpen, MouthOpen, BelowAge(18)], IsFace, GetAbove)']",10,201,77.89788693899754,100001
"Intersection[Complement(Smile), Map(IsFace, IsFace, GetAbove)]","['Map(Intersection[MouthOpen, BelowAge(18)], IsFace, GetAbove)', 'Intersection[Complement(Smile), Map(EyesOpen, IsFace, GetAbove)]', 'Intersection[Complement(Smile), Map(BelowAge(18), IsFace, GetAbove)]', 'Map(Intersection[Smile, MouthOpen, BelowAge(18)], IsFace, GetAbove)', 'Map(Intersection[EyesOpen, MouthOpen, BelowAge(18)], IsFace, GetAbove)']",11,201,84.43052446504589,100001
"Intersection[Smile, EyesOpen]","['IsText', 'IsPrice', 'IsPhoneNumber', 'BelowAge(18)', 'Union[IsText, IsPrice]', 'Union[IsText, IsPhoneNumber]', 'Union[IsText, BelowAge(18)]', 'Union[IsPrice, IsPhoneNumber]', 'Union[IsPrice, BelowAge(18)]', 'Union[IsPhoneNumber, BelowAge(18)]', 'Intersection[IsFace, BelowAge(18)]', 'Intersection[IsText, IsPrice]', 'Intersection[IsText, IsPhoneNumber]', 'Intersection[IsPrice, IsPhoneNumber]', 'Intersection[Smile, EyesOpen]', 'Intersection[Smile, BelowAge(18)]', 'Intersection[EyesOpen, BelowAge(18)]', 'Intersection[MouthOpen, BelowAge(18)]', 'Intersection[IsObject(Person), IsObject(Suit)]', 'Intersection[IsObject(Person), IsObject(Tie)]']",1,7,0.028544074040837586,146
"Intersection[Smile, EyesOpen]","['Intersection[Smile, EyesOpen]', 'Union[GetFace(48), GetFace(51)]', 'Intersection[Smile, Complement(GetFace(0))]', 'Intersection[EyesOpen, Complement(GetFace(1))]', 'Map(Union[IsText, EyesOpen], IsFace, GetNext)', 'Map(Union[IsFace, IsText], Smile, GetNext)', 'Map(Union[IsText, Smile], Smile, GetNext)', 'Map(Union[IsText, EyesOpen], Smile, GetNext)', 'Map(Union[IsText, MouthOpen], Smile, GetNext)', 'Map(Union[IsText, EyesOpen], EyesOpen, GetNext)', 'Map(Union[IsText, EyesOpen], MouthOpen, GetNext)', 'Union[GetFace(48), Intersection[Smile, EyesOpen]]', 'Union[GetFace(51), Intersection[Smile, EyesOpen]]', 'Complement(Union[GetFace(0), Complement(Smile)])', 'Complement(Union[GetFace(1), Complement(EyesOpen)])', 'Complement(Union[Complement(Smile), Complement(EyesOpen)])', 'Intersection[Smile, Map(IsObject(Person), EyesOpen, GetAbove)]', 'Intersection[Smile, Map(IsObject(Person), EyesOpen, GetBelow)]', 'Intersection[Smile, Map(IsObject(Person), EyesOpen, GetContains)]', 'Intersection[Smile, Map(IsObject(Person), EyesOpen, GetNext)]']",2,14,2.5772565820952877,10468
