Ground Truth Program,Extracted Program,Round,# Objects,FTA Construction Time,# Enumerated Programs
"Union[GetFace(8), Intersection[Smile, EyesOpen]]",MouthOpen,3,10,0.006183820078149438,5
"Union[GetFace(8), Intersection[Smile, EyesOpen]]","Union[Smile, GetFace(8)]",4,15,0.16557688103057444,351
"Union[GetFace(8), Intersection[Smile, EyesOpen]]","Union[MouthOpen, GetFace(8)]",5,22,0.1091914928983897,331
"Union[GetFace(8), Intersection[Smile, EyesOpen]]","Union[MouthOpen, GetFace(8), GetFace(48)]",6,28,2.313517439062707,3176
"Union[GetFace(8), Intersection[Smile, EyesOpen]]","Union[GetFace(8), Intersection[Smile, EyesOpen]]",7,33,3.3871460399823263,6371
"Union[Intersection[IsFace, Complement(Smile)], BelowAge(18)]",IsFace,1,3,0.001102317008189857,2
"Union[Intersection[IsFace, Complement(Smile)], BelowAge(18)]",GetFace(308),2,6,0.03256257507018745,10
"Union[Intersection[IsFace, Complement(Smile)], BelowAge(18)]","Intersection[IsFace, Complement(Smile)]",3,10,0.5686997890006751,362
"Union[Intersection[IsFace, Complement(Smile)], BelowAge(18)]","Intersection[IsFace, Complement(GetFace(51))]",4,15,1.2458546590059996,1906
"Union[Intersection[IsFace, Complement(Smile)], BelowAge(18)]","Union[BelowAge(18), Intersection[IsFace, Complement(Smile)]]",5,18,4.324324910994619,7502
